,author,content,date,tag,title,url
516,K Bhattacharjee,"Over the past few months, the Rafale deal has transformed into a political slugfest. The wise men and women of the Congress party and their well-wishers in the media appear to have concluded that portraying the deal as a scam is essential to establish Congress President Rahul Gandhi as a serious politician. Recently, former President of France, Hollande, added fuel to the fire by claiming  that India proposed that Dassault partner with Reliance for the project. However, he later backtracked from his earlier statement and admitted that he was not aware of any such pressure on Dassault. Rahul Gandhi, however, was quick to latch on to Hollande’s allegations and tweeted that Prime Minister Modi himself had intervened to deliver billions of dollars to the Ambanis. There was only one problem with this fantastic story concocted by Rahul Gandhi. There doesn’t appear to be much truth to it. OpIndia.com has published a comprehensive fact-check  of the allegations on the Reliance-Rafale controversy. As it turns out, even during the UPA era pact, Dassault had did not want to  tie up with HAL and the deal was in limbo because of this point of contention. If one was under the impression that the allegations couldn’t get more ridiculous, then they are obviously unaware of antics of the Congress party. The Goa unit of the party has now claimed  that Narendra Modi and Amit Shah were not asking for the resignation of the ailing Goa Chief Minister Manohar Parikkar because “he has crucial information on the Rafale fighter jet deal which he could use to ‘blackmail’ them”. During the entire charade, the Congress party has scored  multiple self-goals. At one point, they ‘gheraoed ‘ the Prime Minister’s residence on a day when Narendra Modi wasn’t even in the country. The Congress is perhaps convinced of a scam in the Rafale deal because its own track record of defence deals is rather dubious, so to speak. The Bofors scam, the controversy surrounding Augusta Westland is quite well known. One such deal that is not very well known is the ordered a probe . In 2016, reports had emerged which claimed that the government had reported  into the Pilatus deal and in July 2017 and it was  It is pertinent to mention here that Bhandari, purportedly has links  to Robert Vadra, husband of Priyanka Gandhi, and Dassault refused to partner with Offsets India Solutions (OIS), whose promoter is Bhandari after they discovered his proximity to Vadra. Confidential documents were recovered by the Income Tax Department during raids on his offices which were part of an investigation in a tax evasion case against Bhandari and his company. Email exchanges between Vadra and Bhandari were also discovered. In January this year, Sanjay Bhandari was declared a ‘proclaimed offender’ by a Delhi court under the Official Secrets Act, due to failure to attend before the court. The defence ministry has since suspended all dealings with OIS. The Pilatus deal has shrouded in controversy from the time it materialized. Korea Aerospace Industries, its closest rival, had strongly protested  the deal claiming that Pilatus had submitted an incomplete bid and demanded its disqualification. South Korea’s defence minister personally contacted A.K. Antony, his Indian counterpart, requesting a “high-level review”. However, these objections were overruled and Pilatus was awarded the contract. In 2015, after Finance wing of the Ministry of Defense flagged the Pilatus deal, the Indian Express reported , “…nine components, now part of an IAF proposal to pay Pilatus under the maintenance head were not calculated during the request for proposal (RFP) stage before declaring it the lowest bidder.” This is the very same issue the Koreans had raised in 2011. It should be noted that Bhandari is under CBI investigation  for alleged malpractices in the selection of the Swiss aircraft, Pilatus PC-7″. One wonders if the high decibel attack on the NDA government’s Rafale deal by the Congress Party is motivated by a need to deflect attention from the skeletons in their own closet. An investigation that was initiated in 2016. It could very well be that the allegations against Rafale have surfaced as a consequence of the NDA government ordering probes into shady arms deals made by the UPA government. Rahul Gandhi may be a ‘clown prince ‘ after all but the strategy appears to be succeeding in serving a greater purpose.",2018-09-24,"A k Anthony,Congress,Congress corruption,Dassault,defence deals,Defence Ministry,modi government,Narendra Modi,rafale deal,Rafale jet,rahul gandhi,reliance defence,Robert Vadra,UPA",Is Rafale cacophony meant to deflect attention from investigation of Congress’ Pilatus aircraft deal?,https://www.opindia.com/2018/09/congress-rafale-deal-allegation-deflect-attention-from-2012-pilatus-aircraft-deal-since-2016-cbi/
517,OpIndia Staff,"India recently called off  the proposed talks between MEA Sushma Swaraj and Pakistan foreign minister at the sidelines of the upcoming UNGA meeting in the United States after kidnapping and killing of three policemen in Jammu and Kashmir’s Shopian. The newly elected Prime Minister of Pakistan, Imran Khan, is mighty displeased with the decision. He took to Twitter to say, “all my life I have come across small men occupying big offices who do not have the vision to see the larger picture.” Indians were amused with the haughty statement issued by Imran Khan who is widely believed to have been elected Prime Minister with assistance from the Pakistani Military and took potshots at the former cricketer. Others called on Prime Minister Modi to revoke Pakistan’s MFN status in light of the insulting tweet. People are concluding after Imran Khan’s tweet that the relationship between the two countries is likely to go further downhill from here. Imran Khan’s tweet gives one the impression that Pakistan does not regret funding terror organizations in its proxy war against India. His tweet is also a slap on the face of Opposition political leaders like Navjot Singh Sidhu who were overly optimistic  about Imran Khan assuming the mantle of Prime Minister of Pakistan. After attending his oath-taking ceremony and hugging  the Pakistani Army Chief, it will be interesting to see how Sidhu reacts after Khan insulted India’s democratically elected Prime Minister.",2018-09-22,"imran khan,India,India-pakistan,Islamic Terrorism,MEA,navjot singh sidhu,Pak sponsored terrorism,Pakistan,PM Narendra Modi,sushma swaraj,UNSC",Twitter reacts to Imran Khan’s haughty statement against India,https://www.opindia.com/2018/09/twitter-reacts-to-imran-khans-haughty-statement-against-india/
518,OpIndia Staff,"BJP MP and eminent legal activist Subramanian Swamy has levelled serious allegations on Sonia Gandhi and P Chidambaram. Swamy has alleged that Sonia Gandhi and P Chidambaram had conspired to help LTTE chief Prabhakaran when Mahinda Rajapaksa led Sri Lankan government was exterminating LTTE. In a Tweet shared on September 20, Subramanian Swamy has alleged that TDK (a term Swamy uses for Sonia Gandhi) had sent a message (through P Chidambaram) to LTTE chief Prabhakaran that the Indian Navy would come and rescue him. According to a report  in the Daily Pioneer, Swamy has also stated that the India Navy ship which was due to reach Sri Lanka could not leave Indian waters because of stiff opposition from highest authorities. Since the war against LTTE was at its final stage, Prabhakaran could not be notified about the change of plans and was eventually killed. Swamy’s statement has come at the wake of the recent visit of former Sri Lankan President Mahinda Rajapaksa, who was on a visit to India last week. It is notable here that Subramanian Swamy has been a great supporter of the former Sri Lankan President and vocally praises his decisive war against the LTTE in 2009 which resulted in the total extermination of the terrorist group from Sri Lanka. In 2012 too, during a visit to the island nation, Swamy had reportedly stated  that Rajapaksa is a resolute and determined leader and he deserves to be awarded India’s highest civilian honour, the Bharat Ratna for eliminating LTTE. During the visit, Swamy had also stated  that Sonia Gandhi and her ‘Italian family’ had provided covert support to LTTE. Swamy is currently pursuing a case against Sonia Gandhi and Rahul Gandhi for alleged corruption in the National Herald  scam",2018-09-22,"BJP,Indian Navy,LTTE,national herald,P Chidambaram,Prabhakaran,sonia gandhi,Sri Lanka,subramanian swamy","Subramanian Swamy slams Sonia Gandhi, P Chidambaram: Claims they had ‘offered help to LTTE’",https://www.opindia.com/2018/09/subramanian-swamy-slams-sonia-gandhi-chidambaram-claims-they-had-offered-help-to-ltte/
519,OpIndia Staff,"At least 80 students and 6 professors of Manipur University were arrested  by the Police early on Friday after a complaint was filed by the Vice Chancellor’s Office of the University alleging that the VC in-charge, K. Yugindro Singh, was prevented from taking charge. The Police were forced to fire tear gas shells to disperse the crowd when massive protests erupted in the campus. Manipur University has been gripped by unrest  over the past few months with students and teachers demanding the removal of Vice Chancellor, A.P. Pandey, over financial and administrative irregularities. At one point of time, the University was shut down for 3 months. Normalcy returned after a fact-finding committee was set up to look into the allegations against Pandey who was suspended on the 17th of September. IGP L Kailun said that Singh had stated in his complaint that the students and teachers had ‘gheraoed’ him for trying to assume the position of acting Vice-Chancellor. said ” he  Former chief minister Okram Ibobi Singh of the Congress party reportedly condemned the arrest of the students and professors. He said ,  Former deputy chief minister Gaikhangam said,  Some students are reported to have been injured during the confrontation with the Police. Internet services have been suspended  in Manipur for five days in light of the law and order situation to prevent the spreading of rumours.",2018-09-22,"arrest,campus,Congress,Manipur,North-East,Universities,vice chancellor",Manipur University: At least 80 students and 6 professors arrested after campus unrest,https://www.opindia.com/2018/09/manipur-university-at-least-80-students-and-6-professors-arrested-after-campus-unrest/
520,OpIndia Staff,"Finance Minister Arun Jaitley today told the news agency ANI that irrespective of the allegations, Rafale deal will fall through and it will not be cancelled. In this interview, Jaitley says, some statements are given with an intention to create controversy. But some statements are such that situation and circumstances prove them wrong and such statements have no credibility. “French government has said that our former president is not giving a true statement. Dassault had decided who would be the offset manufacturing partner. Dassault said they decided the partners and Indian government has nothing to do with our decision. Their own government and their own company has refuted the claims of former president,” Jaitley said. Elaborating on the why this speculations could have risen, Jaitley said, “Everyone knows Reliance split into two. One Reliance (led by Mukesh Ambani) was that which in 2012, when there was a possibility of a contract of 126 aircrafts, signed a contract for Rafale with the same Dassault. Was that also corruption? Were Rahul Gandhi and Sonia Gandhi favouring Reliance? Secondly, that Reliance (after split) did not get into defence equipment, the other Reliance (led by Anil Ambani) did. So it is natural that if in 2014 a new deal is signed, all defence manufacturing companies involved in offset manufacturing bid for the same. So if a private Indian company gets into this offset manufacturing contract, what is the problem? Indian government has not put forward anyone’s name. Dassault has also asserted that all the companies in the contract are chosen by them.” On former French President Hollande’s claims, he said, “On first day, Hollande said that the French government had no role to play, the name (selecting Reliance as offset manufacturing partner) came from India. If it is true, it is a serious accusation. Second day, in Montreal, AFP asked him were you aware that the recommendation of Reliance came from Indian government. To that Hollande responded by saying he is not aware and directed to question Dassault. Then he said ‘the partners chose themselves’. So what is he even trying to say? It is notable that he issued his first statement in the background of allegations of conflict of interest being by the media in France. So he said it while defending himself. So in light of all this, should we halt the preparedness of the armed forces?” On Rahul Gandhi’s allegations that the ‘chowkidar of India is a chor’, Jaitley said, “Public discourse is not a laughter challenge. One day you go and hug someone, then you wink at someone, then you keep issuing wrong statements. In a democracy, there are allegations and counter allegations. But your words should also make sense. Bringing down the public discourse does not suit the world’s largest democracy.” On 31th August, Rahul Gandhi had tweeted, “This  Hollande’s statement came just few days after the above tweet. Jaitley questioned how did Rahul Gandhi know that there is trouble brewing in France? One day Hollande makes a statement, next day he retreats, but Rahul Gandhi predicts it 20 days in advance. This raises questions. Yesterday, Congress President Rahul Gandhi had held a press conference and even tweeted that Rafale is a Rs. 1,30,000 crore scam. “What is the scam? Indian Air Force will get 36 jets which have weaponised capacity,” said Jaitley. Recounting the Kargil War, he said, “During Kargil War, when enemy was on the mountain, and we were using Bofors 155 mm guns on them, it took us 3 months to bring down 500-600 Pakistani soldiers. If we had Rafale which could hit the target from a distance of 100-150 kms away, then it would have been a two day operation. Hence, it is not a scam but a requirement of the Indian Air Force and the money we are investing will strengthen Indian Air Force. These are the aircraft which China already has and Pakistan has started manufacturing. And the same aircraft which on which Congress sat for 10 years and delayed procurement. Concluding the interview, he said, “The Rafale deal is a government to government deal and is very important for the country. These jets are coming to India… They are required for Indian defence. They will enhance the combat ability of the Indian Air Force.”",2018-09-23,"air force,Arun Jaitley,defence,defence deals,Defence forces,indian air force,Narendra Modi,PM Narendra Modi,rafael deal,Rafale,Rafale jets,rahul gandhi,UPA,UPA government",Watch: Rafale deal to not be cancelled: Finance Minister Arun Jaitley to ANI,https://www.opindia.com/2018/09/watch-rafale-deal-to-not-be-cancelled-finance-minister-arun-jaitley-to-ani/
521,OpIndia Staff,"The dubious candlelight vigils and placard activism have yet again shown the hypocrisy of certain individuals who have been at the forefront of committing heinous crimes. This time, it is the rape accused Bishop who had not only organised a protest march against Kathua rape but also used it to further his political agenda. , Franco Mulakkal, the Bishop of Jalandhar diocese, who himself is Reportedly  and having unnatural sex with a nun had organised a peace procession to demand justice for Kathua rape victim. The special prayer meeting which was held in Jalandhar was attended by the Congress MLA Rajinder Beri.accused of raping The peace event organised by the rape accused Bishop had also been used as a political march as there were banners and placards taking a dig at the Centre mentioning “cow safe, deer safe, girls….?”. It is indeed ironical to know that the Bishop, accused of raping a nun multiple times, had led a march in the past to fight the honour of the women. Addressing the meeting, the rape accused Bishop had said that it was the duty of all people to protect women. “We condemn the incidents of rape and crimes against women and urge the government to ensure their safety and security”. In the presence of a Congress lawmaker, the Bishop had also used the platform to spread a political message against the ruling NDA government by saying that there was some prevailing conditions of anxiety and had asked all the minorities to be united. Franco Mulakkal, Bishop of the Roman Catholic Diocese of Jalandhar, is said to have raped her at a guest house  in Kuravilangad in May 2014 and exploited her sexually on several other occasions. The nun has registered a complaint in June this year and has been allegedly threatened by the accused of doing so. The congregation has also stood  by the rape accused and referred to him as an “innocent soul”. We had also reported  that Kerala MLA PC George had called the alleged rape victim a ‘prostitute’.",2018-09-23,"bishop franco mulakkal,Catholic Church,Christian,church abuse,church crimes,Kathua,nun rape,Rape,Sexual Harrasment,Syro-Malabar Church",Kerala Bishop accused of rape had organized peace march against Kathua rape,https://www.opindia.com/2018/09/kerala-bishop-accused-of-rape-had-organized-peace-march-against-kathua-rape/
522,OpIndia Staff,"Yesterday, a Twitter user by the handle, @WrongDoc , in a series of tweets  raised questions over former Congress President Sonia Gandhi’s Russia visits. He cites an April 2018 article  which talks about Sonia Gandhi inaugurating Indira exhibition in Moscow, where she did not interact with political figures of Russia since it was her private visit. As per the report, The organisers of the exhibition were the Federal Archival Agency, the State Archives of the Russian Federation, the Indira Gandhi Memorial Trust and the Embassy of Russia in India. On visiting Russian Federal State Archives website , one can find how one of the organisers of the exhibition was Congress’ Siddaramaiah-led Government of Karnataka. One wonders whether the Congress-led state government was used as a cover for Sonia’s visit to Moscow. Right now, when the Indian political discourse is heated up due to the recent Rafale controversy , Sonia Gandhi is again in Russia  to participate in Eurasian Women’s Forum, organised by the Federation Council of the Federal Assembly of the Russian Federation and the Interparliamentary Assembly of Member Nations of the Commonwealth of Independent States. Here, Sonia Gandhi was debating on ‘The Positive Energy of Young People’. There are no other details available on the rest of her schedule in Russia. Sonia Gandhi, owing to her health, seldom travels abroad, but has been to Russia twice in six month period with a visit to an undisclosed location (presumed the US) in May for her health check-up. So, as @WrongDoc says , in April, Siddaramaiah helps arrange Sonia Gandhi’s visit to Moscow, loses elections and has to step aside to let Kumaraswamy become chief minister and in between, the mother-son duo, Sonia and Rahul Gandhi, mysteriously go away in the middle of political turmoil in Karnataka to an undisclosed location, thereby delaying formation of Karnataka government. Sonia Gandhi’s mysterious visits to Russia are not new. In 2005, Sonia took  a Reliance jet to fly to Moscow. She was a private guest of President Putin, when she was neither the Prime Minister nor President of India, only the President of the ruling political party, Congress. The official information of foreign trips by Sonia and Rahul under the UPA is, interestingly, not available . A Wikileaks cable  from the time speculates that ‘she might use the trip to dig up information on UP Chief Minister Yadav’s 1997 Sukhoi deal and also to ease relations between the Congress and its Communist allies.’ Sonia Gandhi never held any official position in the ministry. These surprise visits to Russia are not new for the Gandhi family. Back in 1985, Rajiv Gandhi made  a surprise visit to Moscow to discuss a Kremlin arms control proposal with then Soviet leader Mikhail Gorbachev. A now-declassified December 1985 CIA report  said that the Soviets pumped in huge amount of cash to influence Indian politicians, including a large number of Congress MPs during Prime Minister Indira Gandhis government, to influence Indian policies. This even continued in Rajiv Gandhi government. “As many as 40 per cent Congress MPs in (Indira) Gandhi’s last government had received Soviet political contributions,” the report had said. A Telegraph report  states that a book, co-authored by Christopher Andrew, professor of contemporary history with KGB defector ‘The Mitrokhin Archive Volume II’, states 10 Indian newspapers were on KGB payroll. KGB was the main security agency for the Soviet Union till the dissolution of Soviet state. The book reportedly says how India in the 1970s was one of the countries most successfully penetrated by Soviet intelligence. The book alleges that the Congress coffers during Indira Gandhi’s regime was filled by KGB and the principal fundraiser, Lalit Narayan Mishra knew he was accepting Soviet money.",2018-09-23,"Congress,Congress ecosystem,congress leaders,Indira Gandhi,intelligence,Rafale,rahul gandhi,rajiv gandhi,Russia,Siddaramaiah,sonia gandhi,Vladamir Putin",This ‘theory’ about Sonia Gandhi’s Russia visits and Rafale ‘controversy’ is catching attention on Twitter,https://www.opindia.com/2018/09/this-theory-about-sonia-gandhis-russia-visits-and-rafale-controversy-is-catching-attention-on-twitter/
523,OpIndia Staff,"In a shocking event, the left wing Naxal terrorists have killed the TDP MLA Kidari Sarveswara Rao today at Araku valley in Visakhapatnam District. According to ANI, Araku MLA Kidari Sarveswara Rao and former Araku MLA Siveri Soma shot dead by Naxals in Dumbriguda Mandal. Recently, Sarveswara Rao had defected  leader from YSR Congress Party (YSRCP) to TDP. He was looking for a ministerial berth in the Chief Minister Nara Chandrababu Naidu cabinet. Araku Valley is a tribal region in Visakhapatnam district of Andhra Pradesh that shares a border with Odisha. It is believed  that the area is known as the operational base of Maoist leader Akkiraju Haragopal, alias RK.",2018-09-23,"communists,CPI M,Left Wing,left wing terrorism,Maoists,national security,naxals,terrorists,urban maoists,urban naxals",Vizag: Araku MLA Kidari Sarveswara Rao and former MLA Siveri Soma shot dead by Naxals,https://www.opindia.com/2018/09/vizag-araku-mla-kidari-sarveswara-rao-and-former-mla-siveri-soma-shot-dead-by-naxals/
524,OpIndia Staff,"Goa Congress yesterday alleged  that Prime Minister Modi and BJP President Amit Shah did not dare seek ailing chief minister Manohar Parrikar’s resignation as “he has crucial information on the Rafale fighter jet deal which he could use to ‘blackmail’ them”. Goa Pradesh Congress Committee Girish Chodankar said, “I am sure Manohar Parrikar must be having a lot of information about the Rafale deal as he was the Union Defence Minister at that time.” Parrikar was the defence minister from November 2014 to March 2017 when he stepped down to swear in as the chief minister of Goa. Chodankar’s statement comes hours after the BJP chief announced that Parrikar will continue as chief minister, ending days of speculation of what direction Goa would head  as chief minister Parrikar continues to get his treatment for his pancreatic ailment. Last week, even as Parrikar was undergoing treatment in AIIMS, Delhi, Congress had approached Goa governor to stake claim  to form a government. OpIndia.com had earlier speculated  that there was a distinct possibility that the BJP government in Goa might collapse should Manohar Parrikar resign as the Chief Minister since their allies had agreed to support the BJP only on the condition that Parrikar is appointed the CM. However, the Congress is itself a divided house with an uninspiring central leadership although it only needs the support of 5 MLAs to form the government in the state. Congress, for its part, has continued to maintain that Rafale deal was a scam, despite facts proving otherwise . Manohar Parrikar, as Defence Minister, was also instrumental in bringing to light  the AgustaWestland VVIP chopper scam and said how ‘invisible hand’ was guiding investigation during the UPA government. Recently, the UAE court had favoured extradition  of Christian Michel, one of the accused ‘middleman’ who allegedly arranged for bribery in exchange for a 2007 contract for the purchase of 12 VVIP helicopters to be used by leaders including the President, Prime Minister and former prime ministers. Michel’s interrogation could open a can of worms for the Congress. In such desperate times, when their allegations on Rafale are falling flat and their hopes of forming a government on Goa are also crashing down, Congress has now resorted to floating conspiracy theories.",2018-09-24,"Agusta Westland,Amit Shah,Congress,Congress corruption,defence,defence deals,defence minister,goa,Goa assembly election,Manohar Parrikar,Narendra Modi,Rafale,rafale deal","Desperate Congress floats conspiracy, connects Manohar Parrikar continuing as CM to Rafale ‘secrets’",https://www.opindia.com/2018/09/desperate-congress-floats-conspiracy-connects-manohar-parrikar-continuing-as-cm-to-rafale-secrets/
525,OpIndia Staff,"The Grand Old Party in the US has drawn  a lot of flak for using the image of Lord Ganesha for a campaign with a tagline, “Would you worship a donkey or an elephant? The choice is yours.” Democratic party in the US is represented by a donkey and Republican party’s logo is an elephant. The Fort Bend County in Texas posted an ad in local newspaper, Time India Herald, during Ganesh Chaturthi where it likened Lord Ganesha with the Republican party symbol and compared the same with the donkey from the Democratic party. The Hindu American Foundation (HAF) sought  clarification regarding its intentions for using the image of Lord Ganesha in the ad. Rishi Bhatuda, HAF board member and Ford Bend County resident said, “While we appreciate the Fort Bend County GOP’s attempt to reach out to Hindus on an important Hindu festival, its ad — equating Hindus’ veneration of the Lord Ganesha with choosing a political party based on its animal symbol — is problematic and offensive.” He even said that such imagery which uses religious symbols for political parties should be avoided by any political party.  Republicans in Texas have since apologised  for the ad. Claiming they wanted to reach out to the Hindu community and pay respect to the festival, Republican party Chairman Jacey Jetton said, “This highlights the difficulty in outreach that can be positive for one group but not for another in the same community. We offer our sincerest apologies to anyone that was offended by the ad. Obviously, that was not the intent.”",2018-09-21,"America,American,Conservatives,ganesh chaturthi,hindu,Lord Ganesh,Politics,sentiments,Texas,United States",US: ‘Donkey or an elephant?’ Republican Party draws flak for Ganesh Chaturthi themed campaign,https://www.opindia.com/2018/09/us-donkey-or-an-elephant-republican-party-draws-flak-for-ganesh-chaturthi-themed-campaign/
526,OpIndia Staff,"A fresh political slugfest had ensued in India after a statement from the former French president Francois Hollande that the Indian government had manipulated the Rafale deal to benefit Anil Ambani. Yesterday, an article in a French website Mediapart had quoted Hollande  as saying that the government of India had proposed that the Anil Ambani owned Reliance Defence should be the service provider to Dassault in the mega-deal. Following the allegations, the French government and Dassault released statements refuting these claims . The French government said that they had no role in the selection process, and Dassault asserted that they had decided to partner with Reliance on their own. However, Hollande seems to have a different version altogether too. As reported by Associate French Press (AFP), Hollande has asserted that he has no idea if there was any pressure from the Indian government to choose Reliance. The AFP report says  (emphasis added): The Former French President told AFP that he is unaware of any pressure to partner with Reliance and this question can only be answered by Dassault Aviation. Incidentally, as we reported earlier, Dassault Aviation too has issued a statement that there was no interference and the decision to partner with Reliance was solely theirs. The report also states the former President saying: Now, with former President of France Hollande saying that he is unaware of any pressure applied by the Indian government and Dassault too saying that there was no pressure, one wonders if the charge led by Congress would stick.",2018-09-22,"Congress,Dassault Aviation,French government,Hollande,modi government,Narendra Modi,Rafale,rafale deal,Rafale Scam,rahul gandhi",Hollande says ‘France did not choose Reliance’ when asked if there was pressure from India: AFP,https://www.opindia.com/2018/09/france-hollande-no-pressure-rafale-dassault-india-pm-modi-ambani-reliance/
527,OpIndia Staff,"As per reports , two persons have died and several sustained critical injuries after protests erupted at Dwaribhit High School in North Dinajpur district’s Islampur on Thursday. Rajesh Sarkar, a former student of the school, succumbed to bullet injuries and was declared dead on arrival at the Islampur hospital. Later, Taposh Barman, a student of class 11, who was in a critical condition succumbed to his injuries at the North Bengal Medical College. Another student Saurav Barman is undergoing treatment at the Islampur Hospital for bullet injury on his leg. Students and former students of the high school were protesting against the appointment of three new Urdu teachers in the school, as they were demanding Bengali medium teachers of other subjects like science and mathematics. When the three new teachers came to the school to join their jobs, students blocked  their entry. Soon former students and people from the locality also joined the students. According to some reports , there are no Urdu students at the school at present. Some reports mention that a Sanskrit teacher was also among them. When the teachers were blocked from entering the school by protesters, local Police had to intervene as the students had blocked the road in front of the school, The police resorted to lathicharge, tear gas shells and rubber bullets after they were reportedly attacked by the students. The Police, however, denies opening fire on the protesting students. “We fired rubber bullets and tear gas shells. We did not fire bullets. Our men were injured and the protesters vandalised police vehicles,” said  district police superintendent Sumit Kumar. Chairman of Islampur Municipality and Trinamool Congress MLA Kanhaiyalal Agarwal, said , “I have spoken to the officer-in-charge of Islampur police station. He categorically told me that the police did not open fire.” District BJP president Sankar Chakraborty claimed that the Police did open fire. “It is quite natural that students will hold protests demanding proper education. But it astonishing that the police would open fire in a school. The chief minister, who is also the police minister, should reply why her men have become so trigger happy,” he said . The BJP has called for a 12-hour bandh in protest. “Policemen attacked us, there were no women constables on the campus. They abused us and manhandled us. What were we doing that they had to resort to a lathi-charge? We were just protesting against something,” said  a student of Dwaribhit High School. Senior minister and Trinamool secretary-general Partha Chatterjee blamed  the RSS for the clashes and accused them of trying to foment trouble while assuring a probe into the incident.  “Whether this (death) happened inside the campus….what was a former student doing inside the campus….whether bullets were fired by the cops, who organised this there… all of these have to be conclusively ascertained,” Chatterjee said.",2018-09-21,"BJP,Mamata Banerjee,Murder,police brutality,RSS,School,students,Trinamool Congress,Urdu,West Bengal","West Bengal: Police fire on students for protesting appointment of Urdu teachers, two dead",https://www.opindia.com/2018/09/west-bengal-police-fire-on-students-for-protesting-appointment-of-urdu-teachers-two-dead/
528,OpIndia Staff,"Jawaharlal Nehru University VC has announced that the varsity will be celebrating the ‘Surgical Strike Day’ as per the circular issued by the University Grants Commission (UGC) which has suggested educational institutes to celebrate the 2 year anniversary of the historic surgical strike carried out against Pakistan on 29 September 2016. “When our alumni go and fight for us at the borders, as a University, we must recognise their contribution,” said Jagadesh Kumar, JNU vice chancellor. Earlier, controversy had erupted when the circular was brought out by the UGC with the opposition accusing the government of trying to ‘politicize the army’. The UGC had released a circular to higher education institutions to hold programmes and activities to celebrate  “Surgical Strike Day”. It had suggested organising special parades, written pledges of support for the armed forces and meetings with ex-servicemen. The West Bengal education minister Partha Chatterjee had said  that the state will not celebrate the ‘Surgical Strike Day’. He accused the Bharatiya Janata Party-led government at the Centre of trying to “malign and politicise” the Army. “This is an agenda of the BJP and it is trying to push this agenda by using the UGC ahead of elections. It is a matter of shame that they are using the UGC to achieve their political agenda,” Chatterjee said. He further added that they have full respect for the soldier and their sacrifices and said that they would have understood and celebrated it if the UGC had asked to observe the day as a respect for sacrifices made by the soldiers. According to Chatterjee, the Indian Army has always been kept above politics and controversies and the party won’t support anything which maligns the Army. While the HRD ministry clarified  that the above circular is not mandatory, the Opposition was quick to take it as an opportunity to attack the government. Kapil Sibal, a senior Congress party leader has also questioned  the idea of celebrating Surgical Strike Day and called it as “another jumla”. “Is this meant to educate or to serve BJP’s political ends?” Kapil Sibal said in a tweet today. He accused the centre of interfering in the functioning of the UGC by issuing such circulars. However, Union HRD Minister has cleared that the government has not made any compulsions on any institutions or students. He further added that the Ministry thought of this idea after receiving suggestions from many students & teachers that they need to commemorate the second anniversary of the surgical strike. Indian Army Special Forces had conducted a surgical strike  along Line of Control on September 29, 2016, was the first of its kind operation on Pakistani terror launch pads. While the figures of casualty vary between 35 to 50, Pakistan continues to reject the claims of surgical strike.",2018-09-21,"anti army,Anti BJP,Army,BJP,Congress,HRD Ministry,indian armed forces,Kapil Sibal,Mamata Banerjee,PM Narendra Modi,Prakash Javadekar,Surgical Strike,TMC,UGC",JNU to celebrate ‘Surgical Strike Day’ on 29 September to mark 2nd anniversary of surgical strikes against Pakistan,https://www.opindia.com/2018/09/jnu-surgical-strikes-day-west-bengal-29-september-pakistan-uri/
